il,ilce,istasyon,istNo,veriZamani_UTC,hadise,sicaklik_C,hissedilenSicaklik_C,nem_%,ruzgarYonu_derece,ruzgarHiz_kmh,aktuelBasinc_hPa,denizeIndirgenmisBasinc_hPa,gorus_m,kapalilik_okta,yagis10dk_mm,yagis00danSuana_mm,yagis1saat_mm,yagis6saat_mm,yagis12saat_mm,yagis24saat_mm,karYukseklik_cm,denizSicaklik_C,yasTermometreSicakligi_C,calismaZamani_UTC
Çanakkale,Merkez,ÇANAKKALE/KİRAZLI BELDESİ,18818,2026-08-17T21:34:00.000Z,Açık,17.5,17.5,79,,,,,,,0,0,0,0,0,0,,,15.01,2026-08-17T21:53:07+00:00
Çanakkale,Ezine,EZİNE/ÇAMLICA KÖYÜ ORMAN SAHASI,18819,2026-08-17T21:34:00.000Z,Açık,20.7,20.7,65,25,6.48,,,,,0,0,0,0,0,0,,,16.29,2026-08-17T21:53:07+00:00
Çanakkale,Merkez,AYVACIK/BEHRAM,19130,2026-08-17T21:30:00.000Z,Açık,21.4,21.4,72,72,4.680000000000001,,,,,0,0,0,0,0,0,,,17.84,2026-08-17T21:53:07+00:00
Çanakkale,Merkez,YENİCE/TABANKÖY,19131,2026-08-17T21:34:00.000Z,Açık,17.4,17.4,91,,,,,,,0,0,0,0,0,0,,,16.33,2026-08-17T21:53:07+00:00
Çanakkale,Merkez,YENİCE/AŞAĞIÇAVUŞ KÖYÜ,19132,2026-08-17T21:34:00.000Z,Açık,15.8,15.8,84,,,,,,,0,0,0,0,0,0,,,13.95,2026-08-17T21:53:07+00:00
Çankırı,Merkez,ÇANKIRI,17080,2026-08-17T21:34:00.000Z,Çok Bulutlu,20.8,20.8,70,25,5.4,924.8,1007,69740,,0,0,0,0,0,0,,,17.03,2026-08-17T21:53:07+00:00
Çankırı,Kurşunlu,KURŞUNLU,17643,2026-08-17T21:34:00.000Z,Az Bulutlu,14.2,14.2,99,0,0,888.7,1005.7,,,0,45.8,0,1.4,36.4,45.8,,,14.06,2026-08-17T21:53:07+00:00
Çankırı,Çerkeş,ÇERKEŞ,17646,2026-08-17T21:34:00.000Z,Pus,11.1,11.1,100,0,0,886.6,1010.2,5330,,0,5.4,0,0,4.8,5.4,,,,2026-08-17T21:53:07+00:00
Çankırı,Yapraklı,YAPRAKLI,17647,2026-08-17T21:34:00.000Z,Çok Bulutlu,16.6,16.6,70,328,7.920000000000001,871.3,1007.2,75000,,0,0.1,0,0,0.1,0.1,,,13.11,2026-08-17T21:53:07+00:00
Çankırı,Ilgaz,ILGAZ,17648,2026-08-17T21:34:00.000Z,Açık,16.8,16.8,89,280,2.8800000000000003,912.5,1009.1,,,0,0,0,0,0,0,,,15.5,2026-08-17T21:53:07+00:00
Çankırı,Şabanözü,ŞABANÖZÜ,17665,2026-08-17T21:34:00.000Z,Açık,16.9,16.9,85,326,14.04,893.2,1007.3,,,0,0,0,0,0,0,,,15.13,2026-08-17T21:53:07+00:00
Çankırı,Kızılırmak,KIZILIRMAK,18079,2026-08-17T21:34:00.000Z,Çok Bulutlu,21.6,21.6,54,153,7.2,945.2,1008.2,,,0,0,0,0,0,0,,,15.63,2026-08-17T21:53:07+00:00
Çankırı,Eldivan,ELDİVAN BELEDİYE,18080,2026-08-17T21:34:00.000Z,Parçalı Bulutlu,18.1,18.1,68,165,6.12,908.5,1009,,,0,0,0,0,0,0,,,14.27,2026-08-17T21:53:07+00:00
Çankırı,Atkaracalar,ATKARACALAR,18249,2026-08-17T21:34:00.000Z,Açık,11.9,11.9,97,289,6.48,,,,,0,6.8,0,4.39,4.81,6.8,,,11.53,2026-08-17T21:53:07+00:00
Çankırı,Bayramören,BAYRAMÖREN,18251,2026-08-17T21:34:00.000Z,Pus,12.7,12.7,95,77,5.04,,,7200,,0,10.67,0,2.38,10.4,10.67,,,12.12,2026-08-17T21:53:07+00:00
Çankırı,Korgun,KORGUN,18252,2026-08-17T21:34:00.000Z,Parçalı Bulutlu,18.1,18.1,77,336,12.96,,,,,0,0,0,0,0,0,,,15.35,2026-08-17T21:53:07+00:00
Çankırı,Orta,ORTA,18253,2026-08-17T21:34:00.000Z,Açık,13.8,13.8,97,298,9.72,,,,,0.06,0.59,0.11,0.23,0.23,0.73,,,13.43,2026-08-17T21:53:07+00:00
Çankırı,Bayramören,BAYRAMÖREN/KAVAKKÖY KÖYÜ,18696,2026-08-17T21:34:00.000Z,Açık,14.6,14.6,100,,,,,,,0,6.13,0,2.2,6.13,6.13,,,,2026-08-17T21:53:07+00:00
Çankırı,Merkez,ÇANKIRI/PEHLİVANLI KÖYÜ,18697,2026-08-17T21:34:00.000Z,Çok Bulutlu,19.6,19.6,77,,,,,,,0,0,0,0,0,0,,,16.78,2026-08-17T21:53:07+00:00
Çankırı,Orta,ORTA/KAYIÖREN KÖYÜ,18698,2026-08-17T21:34:00.000Z,Açık,10,10,100,,,,,,,0,0.53,0,0,0,0.53,,,,2026-08-17T21:53:07+00:00
Çankırı,Merkez,ÇANKIRI/TÜNEY KÖYÜ,19014,2026-08-17T21:34:00.000Z,Çok Bulutlu,20.9,20.9,68,,,,,,,0.08,0.08,0.08,0.08,0.08,0.08,,,16.86,2026-08-17T21:53:07+00:00
Çankırı,Yapraklı,YAPRAKLI/MÜSELLİM KÖYÜ,19015,2026-08-17T21:34:00.000Z,Çok Bulutlu,14.8,14.8,96,,,,,,,0,0.27,0,0,0.27,0.27,,,14.32,2026-08-17T21:53:07+00:00
Çankırı,Çerkeş,ÇERKEŞ/GÖYNÜKÇUKURU KÖYÜ,19016,2026-08-17T21:34:00.000Z,Açık,11.1,11.1,100,,,,,,,0,9.03,0,0.33,9.03,9.03,,,,2026-08-17T21:53:07+00:00
Çankırı,Çerkeş,ÇERKEŞ/KARACAHÖYÜK KÖYÜ,19210,2026-08-17T21:34:00.000Z,Açık,15.9,15.9,98,,,,,,,0,18.38,0,3,18.38,18.38,,,15.65,2026-08-17T21:53:07+00:00
Çankırı,Kurşunlu,KURŞUNLU/DUMANLI KÖYÜ,19211,2026-08-17T21:34:00.000Z,Açık,12.9,12.9,98,,,,,,,0,6.19,0,0.03,6.19,6.19,,,12.64,2026-08-17T21:53:07+00:00
Çankırı,Ilgaz,ILGAZ DAĞI,19991,2026-08-17T21:34:00.000Z,Az Bulutlu,10.2,10.2,100,98,2.16,,,,,0,1.05,0,0,1.05,1.05,,,,2026-08-17T21:53:07+00:00
Çorum,Merkez,ÇORUM,17084,2026-08-17T21:32:00.000Z,Çok Bulutlu,19.3,19.3,76,72,6.48,923.4,1008,57990,,0,0,0,0,0,0,,,16.37,2026-08-17T21:53:07+00:00
Çorum,Osmancık,OSMANCIK,17652,2026-08-17T21:35:00.000Z,Çok Bulutlu,21.4,21.4,66,297,3.24,962.2,1008.7,37580,,0,0,0,0,0,0,,,17.06,2026-08-17T21:53:07+00:00
Çorum,Alaca,ALACA,18124,2026-08-17T21:34:00.000Z,Çok Bulutlu,15.5,15.5,93,194,2.16,906.4,1008.3,,,0,2.1,0,2.1,2.1,2.1,,,14.68,2026-08-17T21:53:07+00:00
Çorum,Mecitözü,MECİTÖZÜ,18125,2026-08-17T21:34:00.000Z,Çok Bulutlu,17.3,17.3,65,353,9.360000000000001,913.9,1008.7,,,0,0,0,0,0,0,,,13.18,2026-08-17T21:53:07+00:00
Çorum,Oğuzlar,OĞUZLAR,18126,2026-08-17T21:34:00.000Z,Çok Bulutlu,20,20,63,269,1.8,932.2,1007,,,0,0,0,0,0,0,,,15.39,2026-08-17T21:53:07+00:00
Çorum,Sungurlu,SUNGURLU,18127,2026-08-17T21:34:00.000Z,Parçalı Bulutlu,18.4,18.4,94,40,2.8800000000000003,923.7,1007.6,,,0,6.8,0,6.8,6.8,6.8,,,17.67,2026-08-17T21:53:07+00:00
Çorum,İskilip,İSKİLİP,18128,2026-08-17T21:34:00.000Z,Parçalı Bulutlu,20.6,20.6,64,295,16.56,929.2,1008.6,,,0,0,0,0,0,0,,,16.07,2026-08-17T21:53:07+00:00
Çorum,Ortaköy,ÇORUM/ORTAKÖY,18129,2026-08-17T21:34:00.000Z,Çok Bulutlu,20,20,65,340,5.760000000000001,921.6,1008.6,,,0,0,0,0,0,0,,,15.65,2026-08-17T21:53:07+00:00
Çorum,Boğazkale,BOĞAZKALE,18508,2026-08-17T21:34:00.000Z,Çok Bulutlu,18.1,18.1,74,199,3.9600000000000004,,,,,0,16.69,0,16.69,16.69,16.69,,,14.99,2026-08-17T21:53:07+00:00
Çorum,Dodurga,DODURGA,18509,2026-08-17T21:34:00.000Z,Çok Bulutlu,19.1,19.1,62,12,13.32,,,,,0,0.06,0,0,0,0.06,,,14.45,2026-08-17T21:53:07+00:00
Çorum,Kargı,KARGI,18510,2026-08-17T21:34:00.000Z,Az Bulutlu,21.9,21.9,63,138,4.32,,,,,0,0,0,0,0,0,,,17.12,2026-08-17T21:53:07+00:00
Çorum,Laçin,LAÇİN,18511,2026-08-17T21:34:00.000Z,Çok Bulutlu,17.9,17.9,69,153,3.9600000000000004,,,,,0,4.78,0,0,4.78,4.78,,,14.2,2026-08-17T21:53:07+00:00
Çorum,Uğurludağ,UĞURLUDAĞ,18512,2026-08-17T21:34:00.000Z,Parçalı Bulutlu,19.7,19.7,98,127,5.760000000000001,,,,,0,0,0,0,0,0,,,19.46,2026-08-17T21:53:07+00:00
Çorum,Merkez,ÇORUM/KONAKLI BELDESİ,18701,2026-08-17T21:34:00.000Z,Çok Bulutlu,15.9,15.9,84,,,,,,,0,0.08,0,0,0,0.08,,,14.05,2026-08-17T21:53:07+00:00
Çorum,Merkez,ÇORUM/BÜYÜKGÜLÜCEK KÖYÜ,18702,2026-08-17T21:34:00.000Z,HHY,16.2,16.2,90,,,,,,,0,0.79,0.79,0.79,0.79,0.79,,,15.03,2026-08-17T21:53:07+00:00
Çorum,Alaca,ALACA/KARNIKARA KÖYÜ,18703,2026-08-17T21:34:00.000Z,HHY,14.6,14.6,92,,,,,,,0,10.57,0.32,10.57,10.57,10.57,,,13.67,2026-08-17T21:53:07+00:00
Çorum,Bayat,BAYAT,18710,2026-08-17T21:34:00.000Z,Az Bulutlu,20.3,20.3,74,,,,,,,0,0,0,0,0,0,,,17.06,2026-08-17T21:53:07+00:00
Çorum,Osmancık,OSMANCIK/TEPEYOLALTI KÖYÜ,19027,2026-08-17T21:34:00.000Z,Az Bulutlu,17.6,17.6,73,,,,,,,0,0.49,0,0,0.49,0.49,,,14.4,2026-08-17T21:53:07+00:00
Çorum,Osmancık,OSMANCIK/ÖBEKTAŞ KÖYÜ,19028,2026-08-17T21:34:00.000Z,Çok Bulutlu,19.1,19.1,56,,,,,,,0,0,0,0,0,0,,,13.7,2026-08-17T21:53:07+00:00
Çorum,Merkez,ÇORUM/AHMEDİYE KÖYÜ,19029,2026-08-17T21:34:00.000Z,Çok Bulutlu,14.2,14.2,74,,,,,,,0,0,0,0,0,0,,,11.31,2026-08-17T21:53:07+00:00
Çorum,Mecitözü,MECİTÖZÜ/EMİRBAĞI KÖYÜ,19219,2026-08-17T21:34:00.000Z,Çok Bulutlu,20.5,20.5,65,2,10.8,,,,,0,0,0,0,0,0,,,16.11,2026-08-17T21:53:07+00:00
Çorum,Mecitözü,MECİTÖZÜ/BOĞAZKAYA KÖYÜ,19220,2026-08-17T21:32:00.000Z,Çok Bulutlu,19.5,19.5,68,236,5.04,,,,,0,0,0,0,0,0,,,15.57,2026-08-17T21:53:07+00:00
Denizli,Pamukkale,DENİZLİ,17237,2026-08-17T21:34:00.000Z,Açık,25.3,26.1,50,210,5.4,961.1,1007.6,20000,0,0,0,0,0,0,0,,,18.26,2026-08-17T21:53:07+00:00
Denizli,Çardak,DENİZLİ ÇARDAK HAVALİMANI,17257,2026-08-17T21:20:00.000Z,Az Bulutlu,20.7,20.7,54,279,13.32,915.7,1013.5,10000,2,0,0,0,0,0,0,,,14.84,2026-08-17T21:53:07+00:00
Denizli,Çivril,ÇİVRİL,17825,2026-08-17T21:34:00.000Z,Açık,20.3,20.3,61,278,5.4,918.2,1007.2,50190,,0,0,0,0,0,0,,,15.41,2026-08-17T21:53:07+00:00
Denizli,Pamukkale,PAMUKKALE/AKKÖY,17867,2026-08-17T21:34:00.000Z,Açık,24.3,24.3,72,84,8.64,,,,,0,0,0,0,0,0,,,20.56,2026-08-17T21:53:07+00:00
Denizli,Acıpayam,ACIPAYAM,17890,2026-08-17T21:34:00.000Z,Açık,19,19,87,0,0,910.3,1012.2,35030,,0,0,0,0,0,0,,,17.42,2026-08-17T21:53:07+00:00
Denizli,Tavas,TAVAS,18065,2026-08-17T21:34:00.000Z,Açık,17.7,17.7,66,68,2.8800000000000003,909.1,1005.6,,,0,0,0,0,0,0,,,13.66,2026-08-17T21:53:07+00:00
Denizli,Çameli,ÇAMELİ,18066,2026-08-17T21:34:00.000Z,Açık,15,15,100,25,1.8,872.6,1007.4,,,0,0,0,0,0,0,,,,2026-08-17T21:53:07+00:00
Denizli,Çal,ÇAL,18067,2026-08-17T21:34:00.000Z,Açık,21.5,21.5,55,267,5.4,917.6,1005.7,,,0,0,0,0,0,0.1,,,15.68,2026-08-17T21:53:07+00:00
Denizli,Sarayköy,SARAYKÖY,18068,2026-08-17T21:34:00.000Z,Açık,21.2,21.2,72,213,7.2,989.1,1010.5,,,0,0,0,0,0,0,,,17.66,2026-08-17T21:53:07+00:00
Denizli,Babadağ,BABADAĞ,18294,2026-08-17T21:34:00.000Z,Açık,21.3,21.3,54,136,4.32,,,,,0,0,0,0,0,0,,,15.37,2026-08-17T21:53:07+00:00
Denizli,Baklan,BAKLAN,18295,2026-08-17T21:34:00.000Z,Açık,20.7,20.7,47,82,4.32,,,,,0,0,0,0,0,0,,,13.89,2026-08-17T21:53:07+00:00
Denizli,Bekilli,BEKİLLİ,18296,2026-08-17T21:34:00.000Z,Açık,18.2,18.2,83,359,4.680000000000001,,,,,0,0.07,0,0,0,1.92,,,16.16,2026-08-17T21:53:07+00:00
Denizli,Bozkurt,DENİZLİ/BOZKURT,18298,2026-08-17T21:34:00.000Z,Açık,19.9,19.9,54,320,3.9600000000000004,,,,,0,0.07,0,0,0,0.07,,,14.14,2026-08-17T21:53:07+00:00
Denizli,Buldan,BULDAN,18299,2026-08-17T21:34:00.000Z,Açık,24.3,24.3,44,292,7.5600000000000005,,,,,0,0,0,0,0,0.29,,,16.46,2026-08-17T21:53:07+00:00
Denizli,Honaz,HONAZ,18300,2026-08-17T21:33:00.000Z,Açık,25.4,26.2,51,285,3.24,,,,,0,0,0,0,0,0,,,18.5,2026-08-17T21:53:07+00:00
Denizli,Kale,DENİZLİ/KALE,18301,2026-08-17T21:34:00.000Z,Açık,19.4,19.4,67,312,5.760000000000001,,,,,0,0,0,0,0,0,,,15.35,2026-08-17T21:53:07+00:00
Denizli,Serinhisar,SERİNHİSAR,18302,2026-08-17T21:34:00.000Z,Açık,20.7,20.7,50,51,3.9600000000000004,,,,,0,0,0,0,0,0,,,14.3,2026-08-17T21:53:07+00:00
Denizli,Tavas,DENİZLİ KAYAK MERKEZİ,18303,2026-08-17T21:34:00.000Z,Açık,13.2,13.2,89,276,7.2,,,,,0,23.08,0,22.06,23.08,23.08,,,11.96,2026-08-17T21:53:07+00:00
Denizli,Çameli,ÇAMELİ/KİRAZLIYAYLA KÖYÜ,18632,2026-08-17T21:34:00.000Z,Açık,17.2,17.2,100,,,,,,,0,0,0,0,0,0,,,,2026-08-17T21:53:07+00:00
Denizli,Kale,KALE/KIRKÖY KÖYÜ,18633,2026-08-17T21:34:00.000Z,Açık,19.4,19.4,80,,,,,,,0,0,0,0,0,0,,,16.95,2026-08-17T21:53:07+00:00
Denizli,Tavas,TAVAS/NİKFER BELDESİ,18634,2026-08-17T21:34:00.000Z,Açık,18.4,18.4,100,,,,,,,0,11.84,0,0,11.84,11.84,,,,2026-08-17T21:53:07+00:00
Denizli,Pamukkale,PAMUKKALE/HONAZ DAĞI MİLLİ PARKI,18635,2026-08-17T21:34:00.000Z,Açık,16.9,16.9,76,,,,,,,0,0,0,0,0,0,,,14.09,2026-08-17T21:53:07+00:00
Denizli,Honaz,HONAZ/AKBAŞ KÖYÜ,18636,2026-08-17T21:34:00.000Z,Açık,16.5,16.5,93,,,,,,,0,0,0,0,0,0,,,15.67,2026-08-17T21:53:07+00:00
Denizli,Çivril,ÇİVRİL/KAVAKALANI KÖYÜ,18637,2026-08-17T21:34:00.000Z,Açık,15.3,15.3,97,,,,,,,0,0,0,0,0,1.51,,,14.93,2026-08-17T21:53:07+00:00
Denizli,Pamukkale,PAMUKKALE/GÜZELPINAR KÖYÜ,18638,2026-08-17T21:34:00.000Z,Açık,19.6,19.6,70,,,,,,,0,0,0,0,0,0,,,15.91,2026-08-17T21:53:07+00:00
Denizli,Kale,KALE/KARAYAYLA KÖYÜ,18639,2026-08-17T21:34:00.000Z,Açık,13.4,13.4,100,,,,,,,0,0,0,0,0,0,,,,2026-08-17T21:53:07+00:00
Denizli,Honaz,HONAZ/KAKLIK BELDESİ,18754,2026-08-17T21:34:00.000Z,Açık,22.7,22.7,80,,,,,,,0,0,0,0,0,0,,,20.12,2026-08-17T21:53:07+00:00
Denizli,Çivril,ÇİVRİL/KIRALAN BELDESİ,18852,2026-08-17T21:34:00.000Z,Açık,17.1,17.1,73,203,9.360000000000001,,,,,0,0,0,0,0,0,,,13.93,2026-08-17T21:53:07+00:00
Denizli,Buldan,BULDAN/KARAKÖY KÖYÜ,18853,2026-08-17T21:34:00.000Z,Açık,19.5,19.5,69,,,,,,,0,0,0,0,0,0,,,15.69,2026-08-17T21:53:07+00:00
Denizli,Acıpayam,ACIPAYAM/ALCI ORMAN SAHASI,18854,2026-08-17T21:34:00.000Z,Açık,17.3,17.3,100,149,4.32,,,,,0,0,0,0,0,0,,,,2026-08-17T21:53:07+00:00
Denizli,Sarayköy,SARAYKÖY/TIRKAZ,19167,2026-08-17T21:30:00.000Z,Açık,22.6,22.6,64,,,,,,,0,0,0,0,0,0,,,17.89,2026-08-17T21:53:07+00:00
Denizli,Güney,GÜNEY/ADIGÜZELLER KÖYÜ,19168,2026-08-17T21:34:00.000Z,Açık,21.7,21.7,66,,,,,,,0,0,0,0,0,0.41,,,17.34,2026-08-17T21:53:07+00:00
Denizli,Buldan,BULDAN/KADIKÖY KÖYÜ,19169,2026-08-17T21:34:00.000Z,Açık,21.9,21.9,62,,,,,,,0,0,0,0,0,0,,,16.99,2026-08-17T21:53:07+00:00
Denizli,Çardak,ÇARDAK,19281,2026-08-17T21:33:00.000Z,Açık,21.3,21.3,58,338,6.48,,,,,0,0,0,0,0,0.21,,,15.91,2026-08-17T21:53:07+00:00
Denizli,Merkezefendi,MERKEZEFENDİ,19359,2026-08-17T21:32:00.000Z,Açık,22.6,22.6,54,251,13.68,,,57370,,0,0,0,0,0,0,,,16.51,2026-08-17T21:53:07+00:00
Diyarbakır,Bağlar,DİYARBAKIR HAVALİMANI,17280,2026-08-17T21:20:00.000Z,Açık,26.1,26.2,41,304,4.680000000000001,932.2,1009.4,10000,0,0,0,0,0,0,0,,,17.45,2026-08-17T21:53:07+00:00
Diyarbakır,Bağlar,DİYARBAKIR BÖLGE,17281,2026-08-17T21:34:00.000Z,Açık,25.5,25.5,37,39,5.760000000000001,930.5,1003.1,,,0,0,0,0,0,0,,,16.27,2026-08-17T21:53:07+00:00
Diyarbakır,Sur,SUR/ÜNAL ERKAN HELİPORT,17283,2026-08-17T21:34:00.000Z,Açık,22,22,42,26,2.52,928.2,1003.1,50900,,0,0,0,0,0,0,,,14.25,2026-08-17T21:53:07+00:00
Diyarbakır,Ergani,ERGANİ,17847,2026-08-17T21:34:00.000Z,Açık,24.6,24.6,48,236,6.12,902.8,1007,,,0,0,0,0,0,0,,,17.35,2026-08-17T21:53:07+00:00
Diyarbakır,Çermik,ÇERMİK,17874,2026-08-17T21:34:00.000Z,Açık,26.3,26.7,46,247,1.4400000000000002,929.3,1003.5,,,0,0,0,0,0,0,,,18.46,2026-08-17T21:53:07+00:00
Diyarbakır,Lice,LİCE,18163,2026-08-17T21:34:00.000Z,Açık,22.3,22.3,41,322,6.48,902.4,1002.9,,,0,0,0,0,0,0,,,14.34,2026-08-17T21:53:07+00:00
Diyarbakır,Silvan,SİLVAN,18164,2026-08-17T21:34:00.000Z,Açık,24.7,24.7,33,345,2.16,916.6,1001.7,,,0,0,0,0,0,0,,,14.92,2026-08-17T21:53:07+00:00
Diyarbakır,Bismil,BİSMİL,18165,2026-08-17T21:33:00.000Z,Açık,20.7,20.7,51,134,2.8800000000000003,944.1,1004.4,,,0,0,0,0,0,0,,,14.44,2026-08-17T21:53:07+00:00
Diyarbakır,Yenişehir,YENİŞEHİR/EŞREF BİTLİS HELİPORT,18166,2026-08-17T21:34:00.000Z,Açık,26,26,38,37,4.680000000000001,931.9,1004.5,,,0,0,0,0,0,0,,,16.85,2026-08-17T21:53:07+00:00
Diyarbakır,Çınar,ÇINAR,18321,2026-08-17T21:34:00.000Z,Açık,20.7,20.7,63,13,4.32,,,,,0,0,0,0,0,0,,,16.03,2026-08-17T21:53:07+00:00
Diyarbakır,Çüngüş,ÇÜNGÜŞ,18322,2026-08-17T21:34:00.000Z,Açık,23.2,23.2,51,329,11.879999999999999,,,,,0,0,0,0,0,0,,,16.6,2026-08-17T21:53:07+00:00
Diyarbakır,Dicle,DİCLE,18323,2026-08-17T21:34:00.000Z,Açık,24,24,37,24,4.680000000000001,,,,,0,0,0,0,0,0,,,15.07,2026-08-17T21:53:07+00:00
Diyarbakır,Eğil,EĞİL,18324,2026-08-17T21:34:00.000Z,Açık,25.1,25.5,42,299,5.04,,,,,0,0.06,0,0,0,0.06,,,16.8,2026-08-17T21:53:07+00:00
Diyarbakır,Hani,HANİ,18325,2026-08-17T21:34:00.000Z,Açık,24.4,24.4,33,16,5.04,,,,,0,0,0,0,0,0,,,14.69,2026-08-17T21:53:07+00:00
Diyarbakır,Hazro,HAZRO,18326,2026-08-17T21:34:00.000Z,Açık,22.7,22.7,38,323,7.920000000000001,,,,,0,0,0,0,0,0,,,14.2,2026-08-17T21:53:07+00:00
Diyarbakır,Kayapınar,KAYAPINAR/DEVEGEÇİDİ,18327,2026-08-17T21:34:00.000Z,Açık,26.2,26.8,50,245,16.2,,,,,0,0,0,0,0,0,,,19.03,2026-08-17T21:53:07+00:00
Diyarbakır,Kocaköy,KOCAKÖY,18328,2026-08-17T21:34:00.000Z,Açık,24.3,24.3,35,161,5.4,,,,,0,0,0,0,0,0,,,14.97,2026-08-17T21:53:07+00:00
Diyarbakır,Kulp,KULP,18329,2026-08-17T21:34:00.000Z,Açık,23.7,23.7,34,45,5.04,,,,,0,0,0,0,0,0,,,14.32,2026-08-17T21:53:07+00:00
Diyarbakır,Sur,SUR/BEYBULAK KÖYÜ,18781,2026-08-17T21:34:00.000Z,Açık,23.2,23.2,40,,,,,,,0,0,0,0,0,0,,,14.92,2026-08-17T21:53:07+00:00
Diyarbakır,Çınar,ÇINAR/KARAÇEVRE KÖYÜ,18782,2026-08-17T21:34:00.000Z,Açık,24.8,24.8,50,,,,,,,0,0,0,0,0,0,,,17.83,2026-08-17T21:53:07+00:00
Diyarbakır,Kayapınar,KAYAPINAR/KARAYAKUP KÖYÜ,18783,2026-08-17T21:34:00.000Z,Açık,25.2,26.1,52,,,,,,,0,0,0,0,0,0,,,18.48,2026-08-17T21:53:07+00:00
Diyarbakır,Bismil,BİSMİL/YUKARISALAT BELDESİ,19098,2026-08-17T21:34:00.000Z,Açık,19.5,19.5,73,,,,,,,0,0,0,0,0,0,,,16.19,2026-08-17T21:53:07+00:00
Diyarbakır,Çermik,ÇERMİK/SARIBALTA KÖYÜ,19099,2026-08-17T21:34:00.000Z,Açık,25.9,26.7,52,,,,,,,0,0,0,0,0,0,,,19.09,2026-08-17T21:53:07+00:00
Diyarbakır,Bağlar,BAĞLAR/KIRKKOYUN KÖYÜ,19268,2026-08-17T21:34:00.000Z,Açık,23.9,23.9,54,,,,,,,0,0,0,0,0,0,,,17.65,2026-08-17T21:53:07+00:00
Diyarbakır,Kayapınar,KAYAPINAR,19375,2026-08-17T21:33:00.000Z,Açık,26.6,26.8,44,275,12.24,,,28300,,0,0,0,0,0,0,,,18.38,2026-08-17T21:53:07+00:00
Diyarbakır,Yenişehir,DİYARBAKIR/YENİŞEHİR,19916,2026-08-17T21:34:00.000Z,Açık,26.2,26.5,44,0,0,924.8,1001.8,33470,,0,0,0,0,0,0,,,18.05,2026-08-17T21:53:07+00:00
Edirne,Merkez,EDİRNE,17050,2026-08-17T21:34:00.000Z,Açık,23,23,61,140,5.4,1004.8,1010.6,42550,,0,0,0,0,0,0,,,17.84,2026-08-17T21:53:07+00:00
Edirne,Uzunköprü,UZUNKÖPRÜ,17608,2026-08-17T21:34:00.000Z,Pus,21.3,21.3,73,74,5.04,1009.2,1014.3,5200,,0,0,0,0,0,0,,,17.88,2026-08-17T21:53:07+00:00
Edirne,İpsala,İPSALA,17632,2026-08-17T21:34:00.000Z,Açık,21.1,21.1,74,161,6.12,1001.4,1010.6,25380,,0,0,0,0,0,0,,,17.82,2026-08-17T21:53:07+00:00
Edirne,Lalapaşa,LALAPAŞA,18096,2026-08-17T21:34:00.000Z,Açık,18.9,18.9,72,99,10.08,990.4,1010.6,,,0,0,0,0,0,0,,,15.5,2026-08-17T21:53:07+00:00
Edirne,Enez,ENEZ,18097,2026-08-17T21:34:00.000Z,Açık,20.5,20.5,76,24,7.2,1004.1,1011.4,,,0,0,0,0,0,0,,,17.51,2026-08-17T21:53:07+00:00
Edirne,Havsa,HAVSA,18098,2026-08-17T21:34:00.000Z,Açık,19.6,19.6,75,85,6.48,996.1,1009.9,,,0,0,0,0,0,0,,,16.53,2026-08-17T21:53:07+00:00
Edirne,Keşan,KEŞAN,18393,2026-08-17T21:34:00.000Z,Açık,21.4,21.4,72,70,5.4,,,,,0,0,0,0,0,0,,,17.84,2026-08-17T21:53:07+00:00
Edirne,Meriç,MERİÇ,18394,2026-08-17T21:34:00.000Z,Açık,20.5,20.5,69,91,8.28,,,,,0,0,0,0,0,0,,,16.62,2026-08-17T21:53:07+00:00
Edirne,Süloğlu,SÜLOĞLU,18395,2026-08-17T21:34:00.000Z,Açık,17.8,17.8,79,89,9.72,,,,,0,0,0,0,0,0,,,15.3,2026-08-17T21:53:07+00:00
Edirne,İpsala,İPSALA/HACI KÖYÜ,18790,2026-08-17T21:34:00.000Z,Açık,19.8,19.8,67,,,,,,,0,0,0,0,0,0,,,15.72,2026-08-17T21:53:07+00:00
Edirne,Lalapaşa,LALAPAŞA/ÖMEROBA KÖYÜ,18791,2026-08-17T21:34:00.000Z,Açık,17.3,17.3,81,,,,,,,0,0,0,0,0,0,,,15.05,2026-08-17T21:53:07+00:00
Edirne,Lalapaşa,LALAPAŞA/HAMZEBEYLİ KÖYÜ,19106,2026-08-17T21:34:00.000Z,Açık,19.9,19.9,65,132,18.36,,,,,0,0,0,0,0,0,,,15.56,2026-08-17T21:53:07+00:00
Edirne,Merkez,EDİRNE/KEMAL KÖYÜ,19107,2026-08-17T21:34:00.000Z,Açık,21.3,21.3,70,17,2.16,,,,,0,0,0,0,0,0,,,17.49,2026-08-17T21:53:07+00:00
Edirne,Keşan,KEŞAN/MECİDİYE KÖYÜ,19108,2026-08-17T21:34:00.000Z,Açık,20.3,20.3,79,,,,,,,0,0,0,0,0,0,,,17.69,2026-08-17T21:53:07+00:00
Elazığ,Merkez,ELAZIĞ BÖLGE,17201,2026-08-17T21:32:00.000Z,Açık,20.3,20.3,62,7,10.8,898.7,,35410,,0,5,0,0,5,5,,,15.54,2026-08-17T21:53:07+00:00
